2024-09-04 14:21:38.502217,1
2024-09-04 14:21:39.000786,0
2024-09-04 14:21:39.502287,1
2024-09-04 14:21:40.000809,0
2024-09-04 14:21:40.502428,1
2024-09-04 14:21:41.000784,0
2024-09-04 14:21:41.502302,1
2024-09-04 14:21:42.000801,0
2024-09-04 14:21:42.502283,1
2024-09-04 14:21:43.000790,0
2024-09-04 14:21:43.502183,1
2024-09-04 14:21:44.000779,0
2024-09-04 14:21:44.502197,1
2024-09-04 14:21:45.000811,0
2024-09-04 14:21:45.502168,1
2024-09-04 14:21:46.000769,0
2024-09-04 14:21:46.502049,1
2024-09-04 14:21:47.000819,0
2024-09-04 14:21:47.501962,1
2024-09-04 14:21:48.000785,0
2024-09-04 14:21:48.501982,1
2024-09-04 14:21:49.000766,0
2024-09-04 14:21:49.501975,1
2024-09-04 14:21:50.000799,0
2024-09-04 14:21:50.501903,1
2024-09-04 14:21:51.000785,0
2024-09-04 14:21:51.501900,1
2024-09-04 14:21:52.000746,0
2024-09-04 14:21:52.501842,1
2024-09-04 14:21:53.000744,0
2024-09-04 14:21:53.501941,1
2024-09-04 14:21:54.000792,0
2024-09-04 14:21:54.501823,1
2024-09-04 14:21:55.000812,0
2024-09-04 14:21:55.501786,1
2024-09-04 14:21:56.000776,0
2024-09-04 14:21:56.501901,1
2024-09-04 14:21:57.000781,0
2024-09-04 14:21:57.502075,1
2024-09-04 14:21:58.000803,0
2024-09-04 14:21:58.501973,1
2024-09-04 14:21:59.000777,0
2024-09-04 14:21:59.501882,1
2024-09-04 14:22:00.000778,0
2024-09-04 14:22:00.502007,1
2024-09-04 14:22:01.000802,0
2024-09-04 14:22:01.501354,1
2024-09-04 14:22:02.000740,0
2024-09-04 14:22:02.501974,1
2024-09-04 14:22:03.000754,0
2024-09-04 14:22:03.501946,1
2024-09-04 14:22:04.000794,0
2024-09-04 14:22:04.501931,1
2024-09-04 14:22:05.000779,0
2024-09-04 14:22:05.501886,1
2024-09-04 14:22:06.000806,0
2024-09-04 14:22:06.501960,1
2024-09-04 14:22:07.000827,0
2024-09-04 14:22:07.501867,1
2024-09-04 14:22:08.000814,0
2024-09-04 14:22:08.501876,1
2024-09-04 14:22:09.000757,0
2024-09-04 14:22:09.501857,1
2024-09-04 14:22:10.000804,0
2024-09-04 14:22:10.501872,1
2024-09-04 14:22:11.000746,0
2024-09-04 14:22:11.501892,1
2024-09-04 14:22:12.000771,0
2024-09-04 14:22:12.501910,1
2024-09-04 14:22:13.000734,0
2024-09-04 14:22:13.501896,1
2024-09-04 14:22:14.000737,0
2024-09-04 14:22:14.501944,1
2024-09-04 14:22:15.000747,0
2024-09-04 14:22:15.501877,1
2024-09-04 14:22:16.000734,0
2024-09-04 14:22:16.501884,1
2024-09-04 14:22:17.000798,0
2024-09-04 14:22:17.501857,1
2024-09-04 14:22:18.000734,0
2024-09-04 14:22:18.501864,1
